,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT USD,CS Investment Funds 2 - Credit Suisse (Lux) Digital Health Equity Fund IB USD,Allianz Global Investors Fund - Allianz China A Shares PT USD,Nikko AM ARK Disruptive Innovation Fund A USD Acc,Brookfield Global Renewables and Sustainable Infrastructure UCITS Fund USD Institutional Acc Cls E,Baillie Gifford Positive Change Fund B Accumulation,BlackRock Global Funds - Sustainable Energy Fund I2,UBS (Lux) Equity Fund - China Opprtunity (USD) I-A1-acc
2019-11-14,14.05,645.0,1050.0,9.68,,179.2,11.09,225.68
2019-11-15,14.05,655.89,1049.42,9.85,,180.0,11.17,225.0
2019-11-18,14.32,650.83,1054.0,9.84,,180.8,11.14,227.11
2019-11-19,14.34,660.81,1066.7,10.04,,181.3,11.19,228.94
2019-11-20,14.35,661.95,1054.91,10.05,,182.7,11.15,228.52
2019-11-21,14.41,659.73,1048.6,9.99,,182.2,11.07,225.78
2019-11-22,14.33,665.02,1034.13,10.05,,183.1,11.03,225.75
2019-11-25,14.42,678.86,1036.93,10.32,,182.7,11.13,226.61
2019-11-26,14.61,679.39,1041.38,10.38,,183.7,11.19,227.09
2019-11-27,14.68,680.66,1047.4,10.43,,185.0,11.22,228.14
2019-11-28,,,1039.69,,,183.5,11.23,229.57
2019-11-29,14.7,680.48,1029.04,10.46,,184.3,11.2,225.76
2019-12-02,14.63,668.65,1029.1,10.17,,184.5,11.14,225.57
2019-12-03,14.16,674.25,1033.82,10.19,,182.0,11.03,225.24
2019-12-04,14.21,678.74,1029.85,10.2,,181.8,11.21,223.64
2019-12-05,14.27,673.71,1044.96,10.14,,181.6,11.21,224.6
2019-12-06,14.23,681.16,1054.22,10.25,,181.9,11.31,227.67
2019-12-09,14.27,675.13,1050.38,10.16,,182.3,11.29,227.25
2019-12-10,14.21,677.26,1057.06,10.2,,180.8,11.26,226.21
2019-12-11,14.15,670.06,1058.78,10.14,,182.0,11.34,227.67
2019-12-12,14.13,668.92,1058.56,10.22,,182.4,11.48,229.5
2019-12-13,14.14,672.3,1085.58,10.16,,181.4,11.6,232.92
2019-12-16,14.14,681.85,1083.34,10.38,,183.0,11.66,232.44
2019-12-17,14.36,683.77,1093.53,10.39,,187.6,11.68,235.29
2019-12-18,14.26,689.01,1088.06,10.46,,188.5,11.63,235.95
2019-12-19,14.35,692.33,1081.53,10.53,,188.1,11.66,235.96
2019-12-20,14.48,695.99,1080.44,10.54,,189.8,11.69,235.3
2019-12-23,14.55,702.13,1070.91,10.67,,191.2,11.71,236.43
2019-12-24,,,,,,193.7,,236.73
2019-12-25,,,,,,,,
2019-12-26,,,,,,,,
2019-12-27,14.74,696.68,1088.15,10.61,,192.3,11.83,238.95
2019-12-30,14.66,691.15,1105.71,10.35,,192.5,11.78,239.43
2019-12-31,14.45,693.93,1112.83,10.41,,189.8,11.8,238.27
2020-01-01,,,,,,,,
2020-01-02,14.53,690.93,1131.13,10.5,,191.4,11.84,239.93
2020-01-03,14.75,685.27,1122.18,10.43,,191.5,11.75,241.68
2020-01-06,14.66,689.72,1115.78,10.52,,189.3,11.67,240.02
2020-01-07,14.89,692.58,1128.16,10.64,,192.3,11.72,242.52
2020-01-08,14.98,695.9,1115.42,10.86,,192.5,11.73,241.7
2020-01-09,15.08,701.83,1142.63,10.88,,196.3,11.74,245.08
2020-01-10,15.18,707.17,1150.56,10.81,,197.6,11.79,247.58
2020-01-13,15.12,706.48,1170.09,11.03,,199.5,11.81,249.75
2020-01-14,15.39,714.87,1163.1,11.08,,200.4,11.82,251.0
2020-01-15,15.34,716.67,1163.45,11.11,,200.4,11.87,250.98
2020-01-16,15.31,729.59,1164.45,11.23,,199.4,11.89,252.29
2020-01-17,15.44,727.8,1168.19,11.16,,199.5,11.98,254.04
2020-01-20,,,1180.76,,,200.6,12.0,251.79
2020-01-21,15.43,729.05,1157.1,11.15,,198.8,11.98,246.91
2020-01-22,15.46,733.0,1170.56,11.19,,201.0,12.07,247.4
2020-01-23,15.46,727.41,1126.41,11.19,,200.3,12.0,242.15
2020-01-24,15.51,716.68,,11.0,,201.4,12.12,241.62
2020-01-27,15.27,710.56,,10.81,,197.3,11.9,
2020-01-28,15.04,718.77,,11.0,,197.2,11.9,
2020-01-29,15.34,720.88,,11.01,,199.8,11.98,237.69
2020-01-30,15.33,710.8,,11.02,,201.3,11.89,234.02
2020-01-31,15.4,700.03,,10.79,,199.2,11.84,231.25
2020-02-03,15.07,707.22,1026.88,11.24,,198.4,11.78,231.65
2020-02-04,15.39,723.21,1074.03,11.73,,207.0,11.99,238.99
2020-02-05,15.83,730.88,1092.28,11.52,,212.3,12.15,242.95
2020-02-06,15.48,734.12,1101.79,11.65,,210.4,12.19,243.3
2020-02-07,15.51,729.18,1099.69,11.59,,209.4,12.08,243.75
2020-02-10,15.48,742.57,1110.93,11.81,,210.8,12.06,242.67
2020-02-11,15.76,743.74,1125.59,11.97,,212.7,12.28,246.07
2020-02-12,15.87,749.14,1133.77,12.08,,213.2,12.3,247.26
2020-02-13,16.02,750.19,1129.4,12.16,,213.2,12.22,248.06
2020-02-14,16.08,758.27,1134.59,12.16,,212.9,12.31,247.86
2020-02-17,,,1161.98,,,213.8,12.34,248.99
2020-02-18,16.08,764.4,1154.95,12.23,,211.8,12.32,246.91
2020-02-19,16.07,773.91,1153.07,12.45,,216.5,12.39,247.14
2020-02-20,16.2,770.22,1174.03,12.37,,217.9,12.43,248.45
2020-02-21,16.07,760.07,1174.13,12.08,,216.9,12.29,245.51
2020-02-24,15.52,735.33,1172.88,11.58,,209.6,11.92,240.87
2020-02-25,15.25,717.68,1180.57,11.19,,208.2,11.88,239.71
2020-02-26,14.74,719.44,1144.84,11.07,,203.5,11.75,239.07
2020-02-27,14.71,702.14,1158.16,10.73,,206.0,11.48,240.89
2020-02-28,14.03,702.97,1125.01,10.92,,192.7,11.0,235.45
2020-03-02,14.62,719.4,1165.7,11.19,,198.5,11.28,234.26
2020-03-03,14.78,705.91,1173.71,10.95,,207.3,11.63,240.38
2020-03-04,14.47,731.25,1179.22,11.31,,206.0,11.68,241.74
2020-03-05,14.64,722.73,1202.06,11.04,,203.7,11.7,245.32
2020-03-06,14.38,711.54,1190.43,10.77,,197.7,11.42,242.0
2020-03-09,13.66,661.79,1136.47,9.88,,185.8,10.77,235.1
2020-03-10,13.22,676.14,1166.58,10.32,,193.0,10.66,235.38
2020-03-11,13.21,634.31,1151.29,9.69,,189.6,10.46,235.98
2020-03-12,12.24,577.99,1112.8,8.48,,177.9,9.52,228.82
2020-03-13,11.56,600.67,1117.98,8.89,,178.5,9.47,227.87
2020-03-16,11.86,527.88,1041.08,7.5,,167.1,9.11,219.83
2020-03-17,10.45,555.7,1013.97,7.9,,168.2,9.03,211.45
2020-03-18,10.96,541.43,1007.41,7.18,,166.5,8.69,211.63
2020-03-19,10.53,568.33,986.57,7.83,,172.9,8.51,204.98
2020-03-20,11.41,562.14,1017.68,7.79,,181.9,8.87,212.66
2020-03-23,11.02,555.28,970.01,7.9,,170.0,8.43,207.2
2020-03-24,11.78,604.26,1006.92,8.72,,179.9,8.89,212.79
2020-03-25,12.68,610.64,1037.48,9.0,,185.0,9.22,221.06
2020-03-26,12.37,640.93,1028.19,9.45,,183.3,9.53,224.79
2020-03-27,12.89,626.71,1025.75,9.0,,184.1,9.42,226.3
2020-03-30,12.59,651.61,1018.96,9.19,,180.9,9.47,223.81
2020-03-31,12.91,644.25,1027.78,9.08,,187.0,9.62,225.0
2020-04-01,12.34,616.75,1030.3,8.3,,180.0,9.29,223.77
2020-04-02,12.01,630.99,1049.03,8.37,,179.1,9.16,223.97
2020-04-03,11.81,619.49,1044.38,8.27,,180.6,9.25,223.28
2020-04-06,11.94,659.05,,9.08,,184.2,9.57,224.15
2020-04-07,12.84,651.42,1083.49,9.1,,191.2,10.02,231.37
2020-04-08,12.65,671.19,1073.66,9.46,,188.7,9.76,229.81
2020-04-09,13.14,690.12,1081.25,9.7,,190.4,10.27,230.09
2020-04-10,,,,,,,,
2020-04-13,,,,,,,,
2020-04-14,13.46,710.65,1099.39,10.31,,195.9,10.32,232.23
2020-04-15,13.87,704.31,1093.36,10.16,,197.3,9.97,232.09
2020-04-16,13.92,718.01,1095.88,10.37,,201.1,9.92,233.19
2020-04-17,14.45,744.56,1109.46,10.7,,208.1,10.23,234.91
2020-04-20,14.41,761.75,1122.19,10.78,,209.7,10.12,234.29
2020-04-21,14.44,742.25,1105.02,10.35,,211.2,9.96,231.56
2020-04-22,13.94,752.69,1114.41,10.72,,208.6,9.95,233.27
2020-04-23,14.39,763.66,1110.6,10.65,,210.5,10.06,233.99
2020-04-24,14.36,769.96,1103.61,10.86,,210.3,10.01,232.19
2020-04-27,14.67,781.43,1111.43,11.34,,211.9,10.23,232.48
2020-04-28,14.86,768.95,1134.27,11.02,,213.3,10.5,236.91
2020-04-29,14.68,783.87,1133.28,11.53,,213.7,10.62,237.06
2020-04-30,15.23,766.07,,11.27,,218.0,10.52,
2020-05-01,,,,,,210.1,,
2020-05-04,14.33,753.24,,11.1,,208.4,10.13,230.24
2020-05-05,14.75,769.52,,11.25,,212.5,10.33,231.5
2020-05-06,14.97,771.86,1159.76,11.32,,217.5,10.29,235.88
2020-05-07,15.21,795.05,1163.51,11.61,,221.8,10.33,235.71
2020-05-08,15.89,799.94,1182.21,11.94,,,10.46,238.2
2020-05-11,16.06,822.18,1172.56,12.19,,224.0,10.39,240.81
2020-05-12,16.16,816.63,1184.56,11.88,,228.0,10.45,240.82
2020-05-13,15.93,802.31,1190.0,11.52,,226.3,10.29,240.78
2020-05-14,15.55,804.88,1176.54,11.56,,226.2,9.87,239.48
2020-05-15,15.81,824.88,1171.18,11.9,,226.2,10.13,238.48
2020-05-18,15.9,845.59,1167.32,12.25,,233.5,10.45,240.21
2020-05-19,16.01,838.19,1185.04,12.23,,234.1,10.55,243.83
2020-05-20,16.19,857.58,1171.07,12.65,,233.9,10.77,246.44
2020-05-21,,,,,,237.5,,
2020-05-22,16.43,858.6,1133.58,12.83,,237.0,10.72,237.71
2020-05-25,,,1139.75,,,,10.87,236.85
2020-05-26,16.89,853.98,1159.55,12.86,,241.2,11.16,238.15
2020-05-27,16.77,849.65,1144.68,12.8,,235.3,11.14,239.93
2020-05-28,16.71,849.73,1146.01,12.66,,235.6,11.3,237.05
2020-05-29,16.63,865.53,1158.99,12.92,,237.6,11.38,237.63
2020-06-01,,,,,,239.8,,
2020-06-02,17.44,874.3,1187.79,13.4,,239.9,11.73,248.52
2020-06-03,17.63,870.91,1195.09,13.48,,240.5,12.0,250.83
2020-06-04,17.95,851.38,1197.05,13.12,,242.8,12.15,253.0
2020-06-05,17.93,865.3,1207.31,13.2,,239.7,12.3,253.13
2020-06-08,17.94,869.16,1209.5,13.43,,240.1,12.37,254.44
2020-06-09,18.12,865.94,1219.12,13.46,,242.4,12.29,254.08
2020-06-10,18.07,874.37,1230.2,13.62,,241.5,12.31,255.21
2020-06-11,17.99,829.98,1224.47,12.64,,241.1,11.91,254.3
2020-06-12,17.33,835.98,1226.92,12.83,,239.5,11.82,251.76
2020-06-15,17.16,860.79,1209.99,13.27,,236.2,11.55,249.56
2020-06-16,17.9,871.13,1231.42,13.7,,246.6,12.1,252.92
2020-06-17,18.29,870.44,1229.86,13.69,,247.9,12.04,253.65
2020-06-18,18.23,878.08,1238.33,13.93,,251.0,12.0,255.29
2020-06-19,18.5,888.87,1262.4,13.99,,253.6,12.13,256.86
2020-06-22,18.43,901.08,1262.6,14.59,,256.5,12.02,258.47
2020-06-23,,,,,,255.1,,
2020-06-24,18.74,878.49,1279.01,14.16,,254.8,12.08,262.2
2020-06-25,18.3,888.64,,14.41,,250.9,11.89,
2020-06-26,18.63,873.22,,14.1,,254.2,12.02,261.2
2020-06-29,18.3,876.51,1279.38,14.16,,251.6,11.94,259.63
2020-06-30,18.27,893.58,1303.24,14.51,,254.8,12.05,260.24
2020-07-01,18.68,900.82,,14.97,,257.0,12.11,
2020-07-02,19.13,904.9,1331.8,15.24,,258.6,12.36,267.36
2020-07-03,,,1352.68,15.24,,263.1,12.28,272.1
2020-07-06,19.36,920.05,1420.21,15.76,,265.7,12.52,277.86
2020-07-07,19.64,921.09,1436.52,15.96,,269.8,12.55,281.28
2020-07-08,19.64,939.08,1455.66,16.38,,271.0,12.67,283.1
2020-07-09,20.2,944.16,1487.45,16.46,,270.2,12.79,289.39
2020-07-10,20.45,933.26,1474.12,16.42,,272.4,12.74,289.56
2020-07-13,20.54,912.64,1512.02,15.85,,276.2,12.97,290.7
2020-07-14,19.73,926.16,1497.29,15.99,,275.4,12.82,285.07
2020-07-15,19.98,950.37,1497.86,16.37,,278.6,13.15,285.23
2020-07-16,19.98,935.84,1408.5,16.14,,277.7,13.2,278.4
2020-07-17,19.82,957.57,1434.13,16.3,,277.7,13.27,279.23
2020-07-20,19.92,972.41,1468.26,16.98,,282.3,13.41,281.08
2020-07-21,20.77,968.71,1485.58,16.71,,287.3,13.61,288.56
2020-07-22,20.53,972.54,1487.0,16.71,,285.6,13.62,285.7
2020-07-23,20.41,960.35,1504.17,16.31,,285.9,13.66,287.25
2020-07-24,20.0,937.11,1422.05,16.0,,279.2,13.41,278.54
2020-07-27,19.74,951.26,1425.31,16.61,,277.4,13.6,277.91
2020-07-28,20.16,940.14,1451.8,16.1,,283.1,13.55,282.48
2020-07-29,19.96,952.34,1487.38,16.27,,278.2,13.62,282.91
2020-07-30,20.3,962.91,1484.8,16.36,,278.3,13.47,282.28
2020-07-31,20.65,956.16,1505.06,16.38,,276.9,13.6,282.47
2020-08-03,20.62,981.74,1519.72,17.03,,273.4,13.61,283.03
2020-08-04,21.03,985.84,1514.83,17.13,,279.4,13.65,287.82
2020-08-05,21.15,986.45,1530.37,17.42,,280.5,13.95,289.42
2020-08-06,21.24,987.26,1523.71,17.26,,279.3,13.93,290.34
2020-08-07,21.02,976.53,1498.53,16.8,,277.9,14.04,287.21
2020-08-10,20.52,968.06,1506.86,16.97,,276.3,14.04,280.98
2020-08-11,20.44,945.41,1500.64,16.58,,273.6,14.19,282.11
2020-08-12,20.26,955.73,1481.32,17.03,,272.0,14.22,281.78
2020-08-13,20.39,976.93,1476.51,17.39,,276.8,14.34,283.29
2020-08-14,20.55,959.99,1499.63,17.19,,278.9,14.2,284.47
2020-08-17,20.47,984.59,1525.68,17.76,,279.1,14.27,284.65
2020-08-18,20.96,992.07,1540.48,17.97,,285.0,14.27,288.03
2020-08-19,21.09,997.0,1522.24,18.03,20.0,285.8,14.25,287.42
2020-08-20,21.03,990.1,1501.34,18.17,20.0,286.0,14.02,284.11
2020-08-21,21.3,986.78,1522.97,18.19,19.95,288.2,14.04,285.42
2020-08-24,21.25,979.97,1541.04,17.93,20.02,293.3,14.3,290.6
2020-08-25,21.27,989.19,1545.08,18.14,20.1,291.4,14.36,291.78
2020-08-26,21.45,988.58,1532.5,18.56,20.08,293.0,14.39,295.74
2020-08-27,21.98,985.63,1546.73,18.43,20.03,295.6,14.43,297.38
2020-08-28,21.96,984.88,1586.6,18.78,20.14,292.3,14.4,297.75
2020-08-31,22.27,994.35,1575.8,19.32,20.16,,14.44,296.54
2020-09-01,22.43,999.83,1598.47,19.73,20.0,296.3,14.42,295.97
2020-09-02,22.96,1016.43,1605.59,19.68,20.24,296.1,14.56,300.31
2020-09-03,22.83,975.23,1593.33,18.25,19.94,296.4,14.6,298.13
2020-09-04,21.6,951.55,1564.98,17.67,19.44,284.3,14.21,292.06
2020-09-07,,,1519.12,,,281.4,14.26,288.87
2020-09-08,21.21,941.25,1520.06,16.9,19.29,280.8,14.01,288.73
2020-09-09,20.58,962.16,1477.49,17.56,19.6,277.7,14.27,284.58
2020-09-10,20.9,953.18,1492.71,17.41,19.37,282.7,14.34,286.22
2020-09-11,20.92,958.41,1522.52,17.3,19.41,287.2,14.24,286.49
2020-09-14,20.68,984.84,1545.8,18.03,19.59,288.4,14.38,289.19
2020-09-15,21.1,990.51,1573.72,18.55,19.91,292.3,14.54,291.99
2020-09-16,21.53,1002.89,1570.89,18.52,19.75,297.1,14.59,293.84
2020-09-17,21.19,997.92,1565.05,18.09,19.63,290.9,14.38,291.26
2020-09-18,21.09,1007.03,1596.4,18.17,19.6,290.3,14.46,293.33
2020-09-21,20.83,984.51,1570.32,18.34,19.35,289.1,14.04,289.3
2020-09-22,21.25,992.6,1559.2,18.59,19.38,291.2,13.99,288.33
2020-09-23,21.53,980.75,1572.27,17.84,19.24,294.5,14.12,288.82
2020-09-24,20.85,977.59,1534.14,17.81,19.18,285.1,13.88,285.0
2020-09-25,20.82,1006.92,1530.57,18.39,19.42,285.4,13.83,282.97
2020-09-28,21.51,1013.0,1536.32,18.62,19.73,291.5,14.24,285.21
2020-09-29,21.74,1021.33,1545.0,18.82,19.9,293.8,14.43,284.72
2020-09-30,21.79,1028.91,1547.06,18.67,20.1,297.1,14.47,286.78
2020-10-01,21.85,1037.28,,19.16,20.54,300.2,14.66,
2020-10-02,22.26,1027.51,,18.77,20.51,295.8,14.62,
2020-10-05,22.18,1059.63,,19.46,20.89,294.8,14.8,
2020-10-06,22.64,1054.29,,19.42,21.13,298.4,14.88,
2020-10-07,22.68,1081.86,,20.15,21.52,299.6,15.03,
2020-10-08,23.08,1087.8,,20.4,21.78,304.0,15.26,
2020-10-09,23.32,1105.97,1614.62,20.85,21.85,306.8,15.41,296.0
2020-10-12,,1119.33,1658.69,,22.08,309.4,15.57,300.26
2020-10-13,23.86,1120.01,,21.29,21.96,311.8,15.54,
2020-10-14,24.03,1111.53,1664.96,21.06,22.13,316.7,15.63,301.02
2020-10-15,23.64,1109.79,1653.69,20.88,21.85,310.8,15.36,297.71
2020-10-16,23.65,1115.99,1655.98,20.87,21.93,312.1,15.58,298.88
2020-10-19,23.56,1100.28,1642.56,20.77,21.83,311.4,15.64,298.72
2020-10-20,23.57,1092.67,1659.9,20.49,21.9,309.6,15.6,299.55
2020-10-21,23.32,1077.34,1655.32,19.92,21.6,305.3,15.6,301.82
2020-10-22,23.36,1097.98,1638.11,20.06,21.46,301.4,15.45,298.89
2020-10-23,23.57,1103.77,1603.06,20.18,21.57,302.7,15.53,294.38
2020-10-26,23.66,1083.41,,19.77,,303.5,15.27,
2020-10-27,23.25,1106.1,1604.53,20.07,21.26,301.8,15.25,294.03
2020-10-28,23.11,1074.14,1628.23,19.31,21.05,300.3,14.83,294.81
2020-10-29,22.88,1067.49,1644.72,19.57,21.11,295.1,14.9,293.77
2020-10-30,22.79,1039.44,1624.86,18.51,21.06,294.7,14.75,292.53
2020-11-02,22.4,1034.41,1657.6,18.53,21.34,291.8,15.05,292.32
2020-11-03,22.5,1070.82,1659.34,19.01,21.82,292.9,15.34,293.98
2020-11-04,22.85,1111.85,1661.39,19.88,21.65,297.6,15.28,292.25
2020-11-05,23.69,1137.46,1709.72,20.56,22.46,306.8,15.99,301.96
2020-11-06,24.05,1136.0,1707.8,20.84,22.57,306.2,16.06,299.37
2020-11-09,24.92,1123.79,1750.77,19.89,22.55,316.4,16.54,305.63
2020-11-10,24.12,1101.25,1738.23,19.35,22.48,300.8,16.2,301.62
2020-11-11,,1118.5,1715.85,,23.11,297.3,16.33,295.63
2020-11-12,24.15,1126.34,1721.75,20.18,23.1,305.0,16.39,296.49
2020-11-13,24.26,1127.98,1708.49,20.29,23.12,306.2,16.43,298.52
2020-11-16,24.49,1119.5,1726.26,20.32,23.18,308.1,16.42,300.07
2020-11-17,24.53,1113.36,1728.13,20.63,23.13,309.9,16.35,300.3
2020-11-18,24.84,1103.98,1714.44,20.6,22.98,307.0,16.41,301.76
2020-11-19,24.88,1122.85,1717.43,21.05,23.1,310.6,16.42,299.39
2020-11-20,25.52,1136.88,1737.0,21.38,23.35,312.9,16.51,302.55
2020-11-23,25.7,1144.33,1753.58,21.88,23.46,312.1,16.64,303.86
2020-11-24,26.45,1130.22,1743.54,21.6,23.53,314.0,16.67,303.01
2020-11-25,26.58,1128.04,1717.5,22.07,23.89,316.1,16.76,301.75
2020-11-26,,,1715.45,,,320.6,16.84,302.86
2020-11-27,27.28,1173.75,1735.04,22.77,24.15,322.2,16.97,303.79
2020-11-30,27.47,1187.53,1728.33,22.89,24.09,332.0,17.0,300.77
2020-12-01,27.74,1193.52,1773.81,22.97,24.18,336.8,17.01,300.85
2020-12-02,27.46,1188.1,1772.33,22.9,24.17,334.3,16.93,299.82
2020-12-03,27.23,1196.52,1773.66,23.28,24.17,329.7,16.94,300.28
2020-12-04,27.45,1221.0,1799.12,23.9,24.02,332.6,16.92,303.0
2020-12-07,27.72,1216.1,1792.76,24.6,24.12,338.2,17.02,300.97
2020-12-08,28.03,1242.1,1792.75,24.92,24.27,341.8,17.06,300.33
2020-12-09,28.25,1231.25,1774.99,24.48,23.93,342.6,17.07,299.68
2020-12-10,27.59,1266.71,1781.47,25.58,23.97,336.9,16.94,298.46
2020-12-11,28.05,1255.96,1768.7,25.29,24.12,343.2,16.87,298.45
2020-12-14,28.31,1261.06,1797.93,25.36,24.41,338.4,16.98,298.74
2020-12-15,28.27,1265.96,1800.97,25.37,24.88,342.9,17.0,297.94
2020-12-16,28.28,1261.3,1823.45,25.29,25.11,340.1,17.17,300.09
2020-12-17,28.56,1288.32,1844.42,25.7,25.47,337.8,17.34,303.63
2020-12-18,28.89,1301.14,1824.39,26.06,25.53,343.6,17.32,302.05
2020-12-21,29.03,1317.08,1846.46,26.82,25.52,348.6,17.14,302.45
2020-12-22,29.13,1343.15,1821.52,27.63,26.12,345.5,17.36,301.89
2020-12-23,29.32,1348.52,1848.78,27.62,26.73,345.2,17.65,302.2
2020-12-24,,,,27.21,26.87,340.4,,301.93
2020-12-25,,,,,,,,
2020-12-28,29.32,1320.45,1876.77,26.55,,,17.93,298.52
2020-12-29,28.88,1299.09,1870.14,25.76,,344.0,17.84,299.01
2020-12-30,28.74,1315.17,1902.97,26.32,27.66,342.7,18.02,305.03
2020-12-31,28.97,1303.71,1940.92,25.78,27.66,341.8,17.94,309.27
2021-01-01,,,,,,,,
2021-01-04,29.04,1294.56,1990.28,25.81,28.31,345.4,18.44,309.82
2021-01-05,28.48,1308.06,2035.29,26.45,28.41,346.4,18.17,310.37
2021-01-06,28.92,1313.55,2058.87,26.57,29.52,346.5,18.74,314.19
2021-01-07,28.75,1364.46,2118.91,28.73,30.48,352.2,19.09,311.02
2021-01-08,29.84,1381.5,2090.14,29.56,30.55,362.6,19.5,312.73
2021-01-11,30.23,1380.45,2060.01,28.64,29.95,369.7,19.13,314.86
2021-01-12,30.07,1389.64,2121.97,29.18,29.78,363.2,19.14,316.73
2021-01-13,30.55,1396.0,2099.4,29.35,29.95,364.9,19.25,315.72
2021-01-14,30.46,1421.9,2040.21,30.19,29.8,367.5,19.18,316.96
2021-01-15,30.6,1412.92,2036.98,29.47,29.15,367.3,18.9,319.37
2021-01-18,,,2054.41,,,369.1,18.79,321.86
2021-01-19,30.35,1451.1,2018.02,30.37,29.38,370.3,19.01,325.06
2021-01-20,30.95,1472.8,2054.37,30.56,29.56,371.8,19.17,331.63
2021-01-21,31.16,1463.36,2086.74,30.0,29.98,377.6,19.27,332.68
2021-01-22,31.14,1472.47,2114.7,30.28,30.04,376.3,19.28,337.34
2021-01-25,31.39,1486.91,2129.41,30.36,29.87,380.0,19.28,344.08
2021-01-26,31.52,1452.56,2074.99,29.38,29.16,382.6,19.1,340.32
2021-01-27,31.36,1410.96,2084.82,28.68,27.71,375.9,18.31,336.27
2021-01-28,30.28,1414.44,2017.82,29.12,28.06,363.7,18.51,330.28
2021-01-29,30.53,1394.76,2021.11,28.5,27.7,368.0,18.38,328.37
2021-02-01,30.4,1418.52,2046.53,29.58,27.89,370.1,18.43,333.36
2021-02-02,31.43,1450.6,2099.66,30.55,28.19,376.6,18.74,337.82
2021-02-03,31.67,1444.26,2098.07,30.44,28.4,381.3,18.83,342.2
2021-02-04,31.78,1469.46,2088.61,30.86,28.25,380.3,18.72,341.1
2021-02-05,32.24,1486.59,2083.98,31.07,28.48,381.2,18.79,343.28
2021-02-08,32.73,1514.94,2141.38,31.99,28.28,383.8,18.98,345.12
2021-02-09,33.21,1520.47,2193.15,32.35,27.91,386.5,18.97,346.26
2021-02-10,33.4,1505.83,2232.78,31.89,27.84,384.1,18.99,354.47
2021-02-11,33.19,1511.92,,32.16,27.93,383.0,19.05,
2021-02-12,33.58,1531.14,,32.57,27.66,387.3,19.06,
2021-02-15,,,,,,389.6,19.22,
2021-02-16,33.81,1509.08,,32.18,27.32,392.3,19.29,
2021-02-17,33.61,,,31.5,26.96,385.3,19.01,
2021-02-18,33.21,,2198.45,,,381.6,,
2021-02-19,,,,,,,,
